Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
Male,10.1,No,Rural,51.8,Tertiary,61.7
Female,8.1,No,Urban,97.1,Secondary,81
Male,6.8,No,Urban,50.1,Primary,40.4
Female,9.1,No,Urban,95.6,Tertiary,81.3
Female,4.5,Yes,Rural,87.4,Tertiary,61.9
Female,8.6,No,Urban,60.3,Primary,58.3
Male,11.2,Yes,Urban,76.2,Tertiary,93.5
Male,5.5,No,Rural,59.4,Tertiary,46.7
Female,16,No,Rural,70.6,Tertiary,95.7
Female,13.4,No,Urban,60.6,None,80.1
Female,15.3,No,Urban,97.8,Secondary,97.1
Female,9.4,Yes,Urban,93.3,Primary,90.4
Male,9.5,No,Urban,58.4,Primary,65.3
Female,7.5,No,Rural,64,Primary,51.6
Male,5.4,No,Urban,88.4,Tertiary,64.3
Female,13.2,Yes,Urban,89.2,Secondary,100
Male,5,No,Rural,81.7,Secondary,45.7
Male,6.4,No,Urban,84.6,Primary,58.6
Female,5,No,Rural,70.1,Primary,44.3
Female,1.6,No,Urban,89.2,Secondary,45.2
Female,8,No,Urban,98.7,Secondary,60.2
Female,6.5,Yes,Urban,79.2,Secondary,65.8
Male,14.6,No,Urban,65.1,None,74.3
Male,14,Yes,Urban,85.7,Secondary,90
Male,12,No,Rural,65.1,Primary,61.1
Male,11.5,No,Rural,95.5,Tertiary,83.4
Male,12.6,No,Urban,52.8,Secondary,72.5
Female,8.4,No,Urban,61.6,Secondary,56.1
Male,7.8,Yes,Rural,56.3,Tertiary,56.6
Female,9.7,No,Urban,71.7,Secondary,65.1
Male,16,No,Rural,73.2,Tertiary,91
Male,5.7,No,Urban,79.5,Secondary,53.2
Female,11.5,Yes,Rural,54.8,Tertiary,80.3
Male,11.3,Yes,Rural,83.7,None,81.2
Male,5.2,No,Urban,78.4,Tertiary,58
Female,11.1,No,Urban,54.6,None,64.5
Male,5.7,No,Urban,51.4,Primary,45.9
Female,13,No,Urban,73.2,Tertiary,81
Male,8.4,No,Urban,60.5,Tertiary,58.1
Female,14.8,No,Rural,73.1,Secondary,87.3
Male,9.3,No,Rural,64.3,Tertiary,54.3
Male,8.6,No,Urban,58.2,Secondary,63.1
Female,7.4,No,Rural,71.4,None,56.4
Female,11.3,Yes,Rural,68.8,None,82.2
Male,11.6,No,Rural,57.6,Tertiary,73.2
Male,7.9,No,Rural,66.9,Primary,50.3
Male,7.9,No,Urban,67.5,Secondary,54
Male,14.8,No,Urban,67.1,Secondary,87.3
Male,4.8,No,Urban,89.8,Primary,57.9
Female,13.1,No,Urban,80.4,Tertiary,79.7
Female,9.6,Yes,Urban,59.7,None,73.7
Male,11.8,Yes,Urban,79.3,Secondary,85.1
Female,14.5,No,Urban,79.6,Tertiary,82.4
Female,9.4,No,Rural,50.7,None,48.9
Male,7.4,Yes,Urban,73.1,Primary,66.6
Male,7.6,No,Urban,83.6,Tertiary,68
Male,13.9,No,Rural,91,Secondary,87.8
Female,13,Yes,Urban,69.5,Secondary,98.5
Male,14.4,No,Rural,92,Tertiary,89.6
Female,13.8,No,Rural,96.3,Tertiary,87.9
Female,11.5,No,Urban,57.5,Primary,77
Female,9,No,Urban,58.1,Secondary,54.5
Female,16,No,Urban,88.1,Primary,100
Female,9.3,No,Rural,59.9,Secondary,59.3
Female,16,Yes,Urban,84.5,Tertiary,100
Female,9.7,No,Rural,85,None,60.6
Female,13.4,No,Urban,62.4,Secondary,78
Female,9.1,Yes,Urban,52.7,Secondary,75.6
Male,5.2,No,Rural,87.3,Secondary,44.7
Female,13.1,Yes,Rural,62.2,Secondary,93.4
Female,9.3,No,Urban,91.5,Secondary,70
Female,12.1,No,Urban,52.4,Tertiary,75
Female,7.5,No,Rural,80.2,Secondary,62.6
Male,12,No,Urban,91.6,Tertiary,85.1
Male,7.3,Yes,Urban,59.4,Tertiary,62.2
Male,12.3,No,Urban,51.3,Tertiary,67.3
Male,16,No,Urban,65.7,Secondary,83.6
Female,13.3,No,Rural,98.6,Tertiary,83.3
Female,7.1,No,Urban,80.8,Primary,62.1
Female,8.5,No,Urban,61.1,Primary,51.4
Male,15.3,No,Urban,99.5,Secondary,98
Female,8,No,Urban,74.4,Secondary,55.7
Male,10,No,Urban,60.3,Primary,54.8
Male,8.9,No,Rural,93.1,Secondary,56.6
Female,7.7,No,Rural,83.2,Tertiary,62.1
Male,14.3,No,Urban,62.1,None,67.9
Male,10.7,No,Rural,88.5,Secondary,72.3
Female,10.1,Yes,Urban,79.6,Secondary,86.7
Female,11.1,No,Rural,51.4,Tertiary,59.6
Male,13.7,No,Urban,94,Primary,85
Male,7.7,Yes,Urban,78.8,Tertiary,84.6
Female,0,No,Urban,69.4,Tertiary,33.7
Male,7.1,Yes,Urban,72.2,Primary,71.7
Male,7.4,No,Urban,95,Tertiary,66.1
Male,11.3,No,Urban,81.2,Secondary,73.6
Female,15.5,Yes,Rural,89.8,Secondary,100
Male,3.1,No,Urban,98.5,Secondary,52.3
Male,9.3,No,Rural,97.8,Primary,68.8
Male,8.8,No,Urban,74.6,Secondary,57.5
Female,16,No,Urban,66.5,None,90.9
Male,1.7,No,Urban,68.7,Tertiary,33.7
Female,7.7,No,Urban,60.5,Secondary,56.8
Male,9.5,No,Urban,91.2,Tertiary,71.1
Female,7.2,Yes,Rural,73,Secondary,69.2
Female,10.1,Yes,Urban,75,Primary,83.9
Female,14.5,Yes,Rural,56.2,Secondary,86.1
Female,4.1,No,Rural,96,Tertiary,53.8
Male,7.9,No,Rural,60.1,Secondary,51.9
Female,9,Yes,Urban,68.9,Tertiary,78.8
Male,5.3,No,Rural,68.2,Primary,48.3
Female,10.5,No,Urban,93.6,None,69.8
Female,9,No,Urban,57.6,None,48
Male,12.1,No,Rural,91,Primary,66.7
Male,16,No,Urban,76.4,Secondary,92.9
Male,4.5,No,Urban,64.6,Primary,34.5
Female,10,No,Rural,85.3,Secondary,67
Female,9.8,No,Urban,58.9,Secondary,65.1
Male,9.7,No,Urban,98.8,None,53.1
Female,10.7,Yes,Urban,50.1,Tertiary,86.5
Female,6.1,No,Rural,64.6,Secondary,43
Male,11.3,Yes,Rural,64.1,Primary,72.5
Male,9.3,Yes,Urban,69.7,Tertiary,82.3
Male,13.9,No,Urban,57.1,Primary,64.1
Male,5.3,No,Urban,93.7,Primary,54.9
Female,10.3,No,Urban,68.9,Tertiary,62
Female,10.6,Yes,Rural,82.9,Tertiary,87.3
Male,14.6,Yes,Urban,68.9,Secondary,100
Female,8.2,No,Urban,91.9,Tertiary,71.3
Female,16,No,Rural,82.9,Secondary,87.4
Female,6.6,Yes,Urban,56.8,None,55.9
Female,10.3,No,Urban,54.7,Tertiary,70.8
Female,1.7,No,Urban,87.4,Primary,37.2
Female,13.9,No,Urban,82.4,Secondary,90.2
Male,11,No,Rural,61.7,Tertiary,61.8
Female,13.2,No,Urban,71.5,Secondary,84.3
Female,7.1,No,Urban,69.3,Tertiary,66.3
Female,8.2,No,Rural,63.6,Secondary,54.1
Male,14.3,No,Urban,94.8,Secondary,94.3
Female,13.1,Yes,Urban,68.8,Tertiary,93.5
Female,14.2,No,Urban,87.7,Tertiary,88.9
Female,5.3,Yes,Urban,89.9,Tertiary,73.2
Female,9.9,No,Rural,95.5,None,76.6
Female,11.2,No,Rural,52.5,Secondary,61.3
Male,7,No,Rural,81.8,Tertiary,57.8
Female,5.9,No,Rural,55.7,None,42.7
Female,14.5,No,Urban,61.6,Tertiary,92.5
Male,7.4,Yes,Rural,88,Secondary,74.6
Male,11.9,No,Urban,87.4,Primary,84.7
Female,11.8,No,Rural,83.2,Secondary,80.3
Female,9,Yes,Urban,63.9,None,63.7
Female,12.9,No,Urban,63.6,None,75.2
Male,6.1,Yes,Urban,99.2,Secondary,76.1
Female,9.4,No,Urban,89.9,Primary,77.7
Male,12.3,No,Urban,95.8,Primary,84.2
Female,11.5,Yes,Urban,62.3,Tertiary,86.7
Male,3.2,No,Rural,70,Secondary,42.2
Male,6.3,No,Rural,64.6,None,50.3
Male,8.4,No,Urban,98.3,Primary,70.9
Female,10.2,No,Rural,78.2,Primary,76.9
Female,0.9,Yes,Urban,76.3,Tertiary,61.8
Female,13.4,No,Rural,89.8,Secondary,88.9
Female,7.9,No,Rural,68.8,Secondary,68
Female,6.3,No,Urban,89.1,Secondary,61.8
Male,6.8,No,Rural,88.8,Tertiary,58.4
Female,11.5,No,Rural,79.4,None,68.2
Female,9.9,No,Urban,57.9,Secondary,71.4
Female,7.6,No,Urban,60,Primary,51.8
Male,3.6,No,Urban,63.1,Tertiary,45.3
Female,7.4,No,Urban,96.8,Secondary,62.6
Female,6.6,Yes,Urban,61.4,Tertiary,80.9
Female,11.4,No,Urban,90.9,Secondary,79.8
Male,2.2,No,Urban,53.3,Tertiary,44.3
Female,11.8,No,Urban,67.9,Secondary,80.6
Female,13.2,Yes,Urban,74.3,Secondary,100
Male,4.9,No,Rural,64.7,Tertiary,42.1
Female,1.7,Yes,Urban,52,Primary,47.3
Male,11.9,No,Urban,65.8,Secondary,69.5
Female,16,No,Urban,79.1,None,91.1
Female,9.5,No,Rural,80.2,Tertiary,66.8
Male,9.5,Yes,Urban,73.9,Tertiary,76.9
Male,13,Yes,Urban,98.7,Primary,97.1
Female,4.8,No,Urban,97.2,Tertiary,58.6
Female,7.3,No,Rural,92.4,None,52.8
Female,10.3,No,Urban,70.7,Tertiary,76.8
Female,2.4,No,Urban,96.1,Tertiary,51.5
Female,10,Yes,Urban,59.6,Secondary,77.5
Male,16,No,Urban,80.2,Secondary,92.3
Female,8.8,No,Rural,89.1,Tertiary,68.5
Male,8.3,Yes,Urban,68.7,Primary,76.8
Female,12.5,No,Urban,67.4,Secondary,73.9
Female,11.3,No,Rural,71.7,Tertiary,65.8
Female,8.9,Yes,Urban,84.3,None,83.6
Male,13,No,Urban,54.4,Secondary,62.6
Female,3.6,Yes,Rural,68.2,Tertiary,55.6
Female,16,No,Urban,91.7,None,88
Male,5,No,Rural,99.9,Primary,43.8
Male,8.9,No,Urban,82,Primary,58.7
Female,3.4,No,Urban,57.1,Primary,35.4
Female,11.3,No,Urban,62.4,Tertiary,82.3
Female,10.9,No,Rural,88.4,Secondary,76.5
Female,2.8,No,Rural,84.7,Primary,39.9
Male,13.9,Yes,Urban,74,Secondary,100
Male,13.9,Yes,Urban,92.2,Secondary,100
Female,4.9,Yes,Urban,69.9,Secondary,60.7
Male,13.3,No,Urban,56,Secondary,72
Male,16,Yes,Urban,51.6,Secondary,87.7
Male,11.8,No,Rural,66.6,Secondary,68.4
Male,13.6,No,Rural,86.4,Primary,72.3
Male,10,No,Urban,81,None,68.6
Female,10.4,No,Rural,99.5,Secondary,71.5
Female,10.3,No,Rural,93.8,Secondary,73.1
Male,6.9,No,Urban,61.9,Primary,50.4
Female,10.5,No,Rural,78.6,Secondary,57.8
Male,7.4,Yes,Urban,89.4,None,78.4
Male,7.2,No,Urban,80.5,Secondary,63.1
Male,7.5,No,Rural,66.2,Secondary,53.9
Male,10.3,No,Rural,58.1,Tertiary,58.3
Male,8.7,Yes,Urban,83.4,Secondary,80.5
Female,6.7,No,Rural,77.9,Primary,51.5
Female,12.6,Yes,Rural,86.5,Secondary,100
Female,10.2,Yes,Rural,75.3,Primary,78.3
Female,6.8,No,Urban,91.3,Tertiary,63.7
Female,10.8,No,Rural,71.9,Tertiary,72.4
Female,16,Yes,Urban,60.6,None,93.1
Female,16,Yes,Rural,75.9,Tertiary,100
Male,8.9,No,Urban,79.1,Secondary,57
Female,11.8,No,Rural,54,Tertiary,68.8
Female,2.6,Yes,Urban,62.5,Secondary,61.9
Male,11.1,Yes,Urban,79.4,Secondary,91.2
Female,12.3,No,Urban,68.5,None,72.3
Male,6.7,No,Urban,80.8,Tertiary,56.9
Female,13,Yes,Rural,71.3,Secondary,91.3
Male,12.2,Yes,Urban,70.6,Primary,79
Female,10.5,No,Rural,50.8,Primary,63
Male,3.7,No,Urban,94.6,Secondary,51.4
Female,14.6,Yes,Rural,80.5,Tertiary,100
Male,9.4,No,Rural,72.9,Secondary,60.4
Female,3.6,Yes,Urban,72.6,None,62.2
Female,14.6,Yes,Urban,89.7,Tertiary,100
Male,10.2,Yes,Urban,71.1,Secondary,78.2
Male,12.7,Yes,Rural,86.9,None,93
Female,9.1,No,Urban,91.5,Tertiary,75.4
Female,10.8,Yes,Urban,85.9,Secondary,87.7
Female,15,Yes,Urban,79.2,Secondary,100
Male,6.6,No,Urban,63.1,Secondary,54.2
Male,11.7,Yes,Rural,90,Secondary,90.7
Male,10.2,No,Rural,78.4,Primary,66.4
Male,9.6,No,Rural,68.7,Tertiary,54.7
Male,11.1,No,Rural,54,Tertiary,71.9
Male,9.3,Yes,Urban,50.6,Secondary,73.2
Female,14.5,No,Urban,91.9,Primary,83.4
Male,6,Yes,Rural,59,Tertiary,65.9
Female,4.7,No,Urban,71.9,Tertiary,50.3
Male,9.2,No,Urban,74.7,None,60.9
Male,14.5,No,Rural,85,Tertiary,84.5
Male,8,Yes,Urban,72.7,Secondary,72.7
Female,9.8,No,Urban,82.1,None,64
Male,6,Yes,Urban,57.1,Secondary,57.1
Female,5.9,No,Rural,78.1,Secondary,47.4
Female,12.5,No,Urban,63.4,Tertiary,86.2
Male,10.9,Yes,Rural,96,Tertiary,89.3
Male,13.6,Yes,Rural,89.3,Primary,100
Male,13.1,Yes,Rural,86,Tertiary,100
Female,4,No,Urban,52.7,Primary,42.9
Female,8.2,No,Rural,83.1,Primary,56
Male,6.3,Yes,Urban,71.5,Tertiary,68.3
Male,5.8,No,Rural,51,Primary,33.5
Male,8.1,No,Rural,85.2,Tertiary,60.8
Female,15.8,No,Urban,82.8,Tertiary,85.7
Female,13.8,No,Rural,58.9,Primary,75.7
Male,10.6,Yes,Rural,96.7,Tertiary,96.8
Male,9.7,No,Urban,60.7,None,56.7
Male,12,No,Rural,82.8,Tertiary,71.9
Female,10,No,Urban,80.7,None,68.7
Female,6.3,No,Urban,58.4,Tertiary,49.6
Female,2.8,No,Urban,81.1,Secondary,50
Male,2.5,No,Urban,92,Secondary,45.5
Female,10.6,No,Rural,92.9,Secondary,68.6
Male,9.2,No,Rural,85,Secondary,67.6
Female,7.4,Yes,Rural,95.3,Secondary,77.9
Male,15.5,Yes,Rural,74.5,Primary,100
Female,9.8,No,Urban,58.4,Secondary,61.4
Female,7.6,Yes,Rural,64.1,Tertiary,70.9
Male,10.4,No,Urban,58.2,Tertiary,72.5
Female,16,No,Urban,64.3,Secondary,94
Male,14.6,No,Urban,85.1,Tertiary,89.3
Female,10.1,No,Urban,90.3,Tertiary,73.8
Male,11.7,Yes,Rural,71.4,Tertiary,93
Male,14.4,No,Urban,67.6,Primary,80.7
Female,7,No,Rural,61.2,Primary,54.7
Female,10.6,Yes,Rural,70.6,Secondary,78.8
Female,13.2,No,Rural,91.1,None,90.8
Male,11.3,No,Rural,82.7,Tertiary,74.4
Male,13.3,No,Urban,86.6,Secondary,82.7
Female,8.3,No,Rural,71.5,Secondary,57.3
Male,8.4,Yes,Urban,76.1,Secondary,69.4
Female,12.8,No,Rural,74.8,Tertiary,78.4
Male,12.2,No,Urban,86.5,Tertiary,75
Male,15,No,Urban,92.9,Primary,92
Female,4,No,Urban,98.2,Secondary,46.3
Male,6.9,Yes,Urban,59.7,Secondary,68.1
Male,11.8,No,Urban,94.4,None,76.2
Male,4.4,No,Urban,54.2,Secondary,40.1
Female,11,No,Rural,96.5,Tertiary,70.1
Male,3.8,No,Rural,74.3,Tertiary,38.7
Male,16,No,Rural,81,Tertiary,91
Female,12.5,No,Urban,61.3,Primary,65.4
Male,6.5,No,Urban,52,None,36.9
Female,11,No,Urban,64.7,Primary,69.8
Female,8.2,Yes,Urban,77.1,None,71.8
Male,6.1,No,Rural,78.6,Tertiary,50.4
Female,11.5,No,Rural,71.3,Primary,62.5
Female,5.7,Yes,Rural,60.6,Secondary,49.1
Female,3.5,No,Urban,78.9,None,34.8
Female,11.2,No,Rural,56.4,Secondary,63.5
Female,10.9,No,Urban,86.4,Secondary,66.4
Male,9,No,Rural,95.4,Primary,66.6
Male,4.6,Yes,Rural,54.5,Tertiary,55.7
Male,7.6,No,Urban,78.6,Secondary,56.1
Female,13,No,Rural,66.8,Secondary,81.2
Female,16,No,Rural,73.8,Tertiary,92.3
Male,14,No,Rural,83.8,Secondary,82.9
Female,8.9,No,Urban,93.1,Secondary,66.2
Female,6,No,Rural,98.5,Tertiary,67.6
Female,14.2,No,Urban,51.2,Secondary,75
Male,11.2,No,Urban,78,Secondary,73.5
Female,5.2,No,Rural,64,Primary,47.2
Female,13.2,Yes,Urban,83.4,Tertiary,100
Female,9.4,Yes,Rural,79.7,Secondary,76.5
Female,5.5,No,Urban,55.2,None,45.9
Female,10.9,No,Urban,54.6,Secondary,62.7
Female,5.8,Yes,Rural,59.7,None,54.8
Female,16,No,Urban,63.9,Tertiary,86.9
Female,16,Yes,Urban,52,Primary,100
Male,16,No,Rural,76.2,Secondary,87.9
Female,11.7,Yes,Rural,54.6,Primary,72
Female,7.8,No,Urban,88.6,Secondary,66.2
Male,13.1,No,Urban,91.6,Secondary,91.2
Male,4,Yes,Urban,86.6,Tertiary,66.7
Male,13.2,No,Urban,78.5,Secondary,77.5
Female,9.4,No,Urban,58.3,Tertiary,61.1
Female,10.8,No,Urban,93.3,Tertiary,81.5
Female,15.1,Yes,Rural,79.5,Secondary,100
Male,4.8,No,Urban,86.8,Tertiary,58.4
Male,11.8,No,Urban,69.9,Primary,72.4
Male,5.4,No,Urban,85.1,Primary,52.4
Female,0,No,Rural,68.8,Tertiary,24.6
Male,9.5,No,Urban,79.4,Primary,57.7
Female,9.6,No,Urban,68.2,Secondary,62.1
Female,12.2,Yes,Urban,52.3,Secondary,82.2
Male,9.9,No,Urban,89.7,Secondary,62.2
Female,12.9,No,Urban,69,Secondary,79.1
Male,16,Yes,Urban,73.3,Secondary,100
Female,10.8,Yes,Rural,57.4,Secondary,83.7
Male,14.7,Yes,Urban,80.3,Secondary,100
Female,10.3,No,Rural,62,None,60.9
Male,8.6,Yes,Urban,91.7,Primary,77.4
Female,6,No,Rural,98.7,Secondary,55.2
Male,11.7,No,Rural,61.2,Secondary,63.7
Male,10.9,No,Urban,78,Primary,72.3
Female,5.2,No,Urban,70.7,None,50
Female,10.4,No,Rural,92.2,Primary,80.3
Male,13.5,No,Urban,50.4,Secondary,61.6
Female,4.2,No,Urban,71.6,Secondary,50.1
Male,15.6,No,Rural,84.2,Primary,88.1
Male,5.5,No,Urban,95,None,51.4
Male,10.5,No,Urban,90,None,66
Female,5.9,No,Rural,71,Tertiary,38
Male,10.2,No,Urban,87.2,Secondary,68.4
Male,4,Yes,Urban,61,Tertiary,56.7
Female,9.1,No,Urban,80.3,Primary,67.3
Female,9.8,Yes,Urban,82.1,Primary,80.4
Male,13.7,Yes,Rural,82.6,None,85
Female,8.1,Yes,Rural,57.3,Secondary,77.4
Female,9.1,No,Urban,60.7,Secondary,57.2
Male,12.6,No,Rural,65.9,Primary,70.7
Female,3.1,No,Rural,79.1,Secondary,41.9
Male,13.1,No,Urban,75.4,Primary,81.6
Male,10,No,Urban,56.5,Primary,68.7
Male,13.6,Yes,Urban,76.7,Secondary,100
Male,9.3,No,Urban,84.9,Secondary,65.8
Male,10.3,No,Urban,59.3,Secondary,60.4
Male,13.4,No,Urban,78.2,Secondary,75.7
Male,9.8,No,Urban,76,Primary,72.1
Male,12.3,Yes,Urban,83,None,85.8
Female,8.8,No,Urban,85.3,Secondary,63.6
Male,9.4,No,Rural,72.1,Tertiary,61.1
Female,8.4,No,Rural,79.8,Tertiary,61.6
Male,5,No,Urban,53.6,Tertiary,45
Female,16,Yes,Rural,62.9,Primary,100
Male,5.9,Yes,Urban,71.3,Secondary,66.1
Male,3.4,Yes,Urban,93,Secondary,64.7
Male,6.5,No,Urban,97,Primary,56.2
Female,5.6,No,Rural,97.5,Secondary,57
Male,8.1,No,Rural,71.5,Secondary,59.5
Female,3.9,Yes,Rural,77.4,Primary,57.1
Male,10.9,No,Rural,72.1,Tertiary,68.9
Female,16,No,Rural,52.9,Tertiary,80.2
Female,10.2,No,Urban,94.2,Secondary,70.4
Male,13.7,No,Urban,82.1,None,75.1
Female,6.1,Yes,Urban,57.5,Secondary,59.2
Male,9.6,Yes,Urban,60.6,Tertiary,72
Male,10.8,No,Urban,84.8,Secondary,73.7
Male,16,No,Urban,78.5,Tertiary,100
Male,16,No,Rural,75.9,Secondary,88.2
Male,16,No,Rural,88.3,Tertiary,83.4
Male,13.5,No,Rural,57.1,Secondary,64.9
Male,2.9,No,Rural,57.5,Tertiary,30.8
Male,9.3,No,Rural,90.5,Secondary,57.5
Female,7.5,No,Rural,78.6,Secondary,49.9
Female,11.6,No,Urban,85.9,Primary,77.1
Male,16,No,Urban,59.4,Primary,77.1
Female,9.9,No,Rural,51.1,Secondary,60.4
Female,12.2,No,Urban,77.5,Secondary,84.5
Female,7.8,No,Rural,88.7,None,58.2
Male,16,Yes,Rural,53.6,None,76.8
Female,7.8,No,Rural,93.3,None,52.9
Female,7.9,No,Urban,67.1,Secondary,64.5
Female,12.3,No,Rural,78.7,Secondary,78.9
Male,7.2,No,Urban,67.9,Secondary,56.8
Male,15.3,No,Urban,68.6,Secondary,93.3
Female,13.2,No,Rural,56.2,Secondary,70.2
Male,3.3,No,Urban,63.6,Secondary,41
Male,7.9,Yes,Urban,74.4,Tertiary,73.1
Female,12.8,No,Rural,68.7,Tertiary,77.9
Male,13.3,No,Urban,65.7,Secondary,73.8
Male,8.3,No,Urban,90.1,Secondary,67.7
Male,9.2,Yes,Rural,50.4,Secondary,76.7
Female,7.6,No,Urban,76.8,Primary,54.5
Female,6.8,No,Urban,73.8,Primary,41.8
Male,5.8,No,Rural,84.3,Tertiary,54.2
Female,6.7,Yes,Urban,80.1,Secondary,63.3
Female,11.5,Yes,Rural,60,Tertiary,94.8
Male,5.4,No,Urban,56.6,Secondary,47.3
Male,9.8,No,Rural,51.7,Tertiary,55.9
Female,15.5,Yes,Urban,60.8,Primary,98.7
Male,12.5,No,Urban,65.2,Tertiary,73.9
Female,14.7,No,Urban,96.2,Tertiary,98.2
Female,9.9,No,Rural,69.2,None,53.5
Female,13.1,No,Rural,77.3,Tertiary,75.5
Male,3,No,Urban,65.9,Secondary,45
Male,2.6,No,Urban,85.8,Secondary,42.1
Male,8.1,Yes,Urban,95.1,Tertiary,93.8
Female,4.9,No,Urban,75.3,Primary,48.4
Female,6.1,No,Rural,81.2,Secondary,57
Female,10.5,No,Urban,53.6,Tertiary,64.6
Female,9.8,Yes,Rural,85.7,Secondary,84.2
Male,4.9,Yes,Rural,54.8,Secondary,52.3
Male,12,No,Rural,96.2,Tertiary,83.6
Female,10.8,No,Urban,63.9,Tertiary,79.8
Female,8.3,No,Urban,96.9,Secondary,72.6
Male,7.2,No,Rural,81,Tertiary,54.5
Male,16,No,Rural,60.7,Primary,82
Female,14.2,Yes,Urban,94.7,Secondary,100
Female,11.1,Yes,Urban,57.2,Tertiary,86.5
Female,9,No,Urban,56.6,Tertiary,58.4
Female,11.5,No,Urban,72.4,Secondary,73.9
Female,12.1,No,Rural,62.5,Primary,67.9
Male,4.3,No,Urban,76.7,Secondary,51.4
Female,6.5,Yes,Urban,72.3,Tertiary,70.7
Female,12.5,No,Urban,96.7,Primary,81.8
Female,9.7,No,Rural,54.7,None,49.7
Female,12.5,Yes,Rural,54.3,None,78
Female,7.7,No,Urban,67.5,Secondary,55.6
Male,10.7,No,Urban,87.3,None,66.8
Female,8.6,Yes,Urban,99.1,Tertiary,88.9
Female,6.2,Yes,Rural,59.1,Tertiary,70.8
Male,8.9,No,Rural,56.3,Tertiary,67.1
Male,16,No,Urban,51.3,Secondary,89.1
Female,10.1,Yes,Urban,50.3,None,73.4
Male,7.5,Yes,Urban,64.9,Secondary,67.2
Male,11.8,No,Rural,89.3,None,68
Female,10.7,Yes,Urban,96.2,None,89.9
Female,1.6,Yes,Urban,99.6,None,57.1
Male,14.1,No,Urban,96.2,Primary,89.6
Female,8.7,Yes,Rural,56.2,Secondary,69.2
Female,15.5,No,Urban,86.4,Secondary,91.8
Male,10.3,Yes,Rural,60.7,Tertiary,83
Female,10.5,Yes,Rural,61.7,Tertiary,84.6
Male,10.5,Yes,Rural,86.6,Primary,80.9
Female,9.3,Yes,Urban,97.5,Secondary,87.9
Male,12.3,No,Urban,99.9,Secondary,96.7
Male,13.2,No,Rural,52.1,None,66.6
Male,16,No,Rural,60.6,Tertiary,85.3
Female,7,No,Urban,50.6,Secondary,49.4
Male,10.1,No,Urban,96.2,Secondary,70.2
Female,2.5,Yes,Rural,71.8,Primary,50.5
Female,4.3,No,Rural,89.1,Tertiary,53.9
Female,4.5,No,Rural,79.5,Secondary,43.8
Female,10,No,Rural,64.7,Secondary,64.8
Male,6.2,No,Rural,53.6,Secondary,36.7
Female,11.2,Yes,Urban,57.9,Tertiary,85.8
Male,4.3,No,Urban,85.5,Secondary,50
Female,6.2,Yes,Rural,55.9,Tertiary,66.7
Male,7.8,No,Urban,94.9,Secondary,60.3
Female,12.4,Yes,Urban,79.5,Secondary,92.9
Female,14.1,No,Rural,63.4,Tertiary,78.9
Female,11,No,Rural,69.4,Secondary,59
Female,13.6,Yes,Rural,91.2,Primary,100
Female,9.1,No,Urban,83.7,Secondary,67.2
Female,5,No,Urban,74.3,Primary,56.4
Female,7,No,Rural,86.4,Primary,56
Female,11.8,No,Urban,84.7,Secondary,80.1
Male,14.5,Yes,Rural,55.6,Tertiary,89.5
Female,15.3,Yes,Urban,71.8,Secondary,100
Female,12.5,Yes,Urban,75,Secondary,95.8
Female,12.2,No,Urban,60.9,None,69.9
Male,11.1,Yes,Rural,77.7,Secondary,88.1
Male,7.7,No,Urban,77.4,Secondary,56.2
Male,11.2,Yes,Rural,79,Secondary,84.3
Male,11.3,Yes,Urban,69.3,Primary,85.4
Female,8.3,No,Urban,80.2,Secondary,62.3
Female,6.6,Yes,Urban,57.5,None,58.5
Female,2.9,No,Urban,69.2,Secondary,43.2
Male,10.3,No,Urban,62.6,Primary,54.2
Female,12.9,Yes,Rural,97.2,Secondary,98.3
Female,7.5,No,Urban,71.1,Secondary,62.4
Male,10.5,No,Urban,52.9,Tertiary,67
Female,10.3,Yes,Rural,57.6,Secondary,75.7
Male,9,No,Rural,78.9,Tertiary,68.9
Female,16,Yes,Rural,91.5,Tertiary,100
Female,13.4,No,Rural,83.4,None,76.1
Male,2.2,Yes,Urban,93.9,Secondary,67.2
Male,13.1,No,Rural,80.8,Primary,72.4
Female,8,Yes,Rural,71.8,Primary,67.5
Male,2.9,No,Urban,83.9,Secondary,45
Female,8.6,No,Urban,90.7,Tertiary,70.2
Female,13.3,No,Urban,94.3,None,88.6
Male,14.7,Yes,Urban,55.6,Tertiary,95.2
Female,13.1,No,Rural,89,Tertiary,88.3
Male,7.9,No,Rural,91.1,Tertiary,70.6
Female,10.1,No,Rural,51.5,None,59
Male,12.6,No,Urban,60.9,Secondary,68.1
Male,11.1,No,Urban,87,Primary,70
Female,4.6,No,Urban,60.2,Secondary,46
Male,10.3,Yes,Rural,71.6,Primary,78.8
Male,8.2,No,Urban,66,None,46.6
Male,11.6,Yes,Rural,74.9,Secondary,87.5
Female,1.5,No,Urban,99.3,Secondary,36.8
Female,6.8,No,Rural,67.7,Tertiary,47.5
Male,12.5,No,Urban,78,Primary,73.7
Male,9.3,No,Urban,89.4,Secondary,77.4
Male,11.3,No,Urban,62.6,Secondary,63.6
Male,15.3,No,Rural,91.9,None,89.4
Male,16,Yes,Rural,94.6,Tertiary,100
Female,8.6,No,Rural,79.4,Tertiary,68.6
Female,9.3,No,Urban,50.9,Secondary,60.1
